"n","iteration","INNE_L","INNE_U","IEIN_L","IEIN_U","INNT_L","INNT_U","DNNE_L","DNNE_U","DEIN_L","DEIN_U","DNNT_L","DNNT_U","NNE_L","NNE_U","EIN_L","EIN_U","NNT_L","NNT_U"
200,43,1,74.2411048465825,1,62.2579750743403,1,65.8961383192729,1.27875821334055,1.67295478023149,1.26236084883587,1.64856488732989,1.26895322930752,1.65611920366801,1.26197896161487,1.54967333432017,1.24488882033844,1.50920211822308,1.25249440204632,1.52147298601041
200,44,74.8184231138988,121.150328583834,40.6077823921206,57.9676219875997,71.2228341266777,94.8375921185072,Inf,Inf,Inf,Inf,Inf,Inf,1,1.23883639286241,1,1.17769760142262,1,1.19019474522496
200,45,1.13243971960961,6.88692277257968,1.23018768379344,6.13319255121342,1.2101520681288,6.35750911628933,1.07090356909963,3.9619789772391,1.01474760063029,4.0257936230577,1.03366611856277,4.00434516610058,1.29104405499661,1.8011833281971,1.26997676905132,1.72225611024323,1.27914318001479,1.74536523393581
200,46,1,21.7184880197246,1,16.9057927812422,1,18.3758460318511,1.32563158856823,2.0940129933158,1.25536425392132,2.04076492234133,1.2824942265431,2.05828163508192,1.28157899482255,1.66588349699092,1.23712845258553,1.53268874331283,1.25831853217917,1.57467474630286
200,47,1.33484881668149,2.69709347013426,1.33879430100812,2.59638510256972,1.33936491044276,2.63347556847252,1,10.6348652186287,1,10.939713710894,1,10.8156342548299,1.23361603603494,1.67782210711714,1.23200157339242,1.64511458351804,1.2335186870379,1.65705751026481
200,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,49,1,51.0692860905011,1,41.6775050440763,1,44.8083416813267,1.21790941124136,1.86434308608048,1.16088723495447,1.82914679432764,1.18433938251148,1.84053785801569,1.23781866834683,1.61017628038215,1.21246207766892,1.51719673192958,1.22571054341736,1.54832454282984
200,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,51,1,55.7531172147113,1,56.3326993885711,1,56.0333298344527,1.23814724475921,1.60587671404625,1.23724114127054,1.60219789773553,1.23891070462348,1.60213137380587,1.21020643739965,1.46865015129859,1.21298217469511,1.46248767447502,1.21487311922648,1.46178111426526
200,52,1,7.60940960238968,1,6.61344513109196,1,6.9344426940433,1.061980125471,3.24435857361069,1.00597033031923,3.31048034855734,1.026630719737,3.2861741802887,1.22402215917404,1.61720379505642,1.20104837003703,1.53619920456935,1.21233472166289,1.56145664105807
200,53,1,6.55908862288003,1,6.58015641739804,1,6.57036618517681,1,2.91859254583238,1,2.9146022069944,1,2.91594807736587,1.14777578430255,1.41124122065718,1.1450213452756,1.40296380508141,1.14640823926411,1.4057026921081
200,54,1,14.808859869783,1,12.6340243948641,1,13.3261845273604,1.07870063299836,2.58651557477727,1.02654052008568,2.59321530698083,1.04568225123475,2.59030881828345,1.20972366609935,1.68144232972979,1.1954876235252,1.58362722562274,1.20359873603802,1.61483981079203
200,55,1.01515508403034,4.52479038350653,1.03167213721609,4.27984933559819,1.02839896670559,4.36202440628048,1,5.48242076632536,1,5.59459822270708,1,5.55378044961769,1.22611065135494,1.65582498871514,1.21287710526464,1.6205675285338,1.21846986199657,1.63200113519578
200,56,1,189.40214516311,1,166.969312785161,1,174.635346825255,1.32307241064947,1.66327242675264,1.2691148920426,1.57837166763038,1.29294605597874,1.60575811399363,1.30181915101966,1.61499118085282,1.25199689798925,1.5247544518622,1.27492243724353,1.55343738833911
200,57,1,36.2682653969191,1,31.9703235632637,1,33.5182082476797,1.34551945601338,2.30123870309801,1.30848701182554,2.25743488864041,1.32537592630282,2.27204430277869,1.3731874327171,1.86374356360124,1.36433607587242,1.77474770442359,1.3735569814747,1.80346107580837
200,58,1,11.5992804337373,1,11.3209887245405,1,11.4114008531176,1.07355192550971,2.93659352855527,1.06531737225632,2.91062244675229,1.06824571471212,2.91942892192272,1.28087788268891,1.67863881530575,1.27238195822269,1.65079066231237,1.27626633508607,1.65934370586278
200,59,1,13.6779567446589,1,12.7498373492466,1,13.0441434921236,1.06652692116682,2.48911410115918,1.04955442223665,2.509837658255,1.05643545833524,2.50162409074307,1.22238847236904,1.53400432036216,1.22785220814464,1.49947943598844,1.23058150490102,1.5069964261694
200,60,1,195.310212965391,1,152.24844453992,1,166.941212747631,1.3542477772787,1.78868842370819,1.32086926398437,1.70221011940679,1.33753041096807,1.73297226243088,1.34024077866,1.72840854294439,1.30582665219851,1.63135576411871,1.32387604580313,1.66516925883601
200,61,1,5.51830919769044,1,4.9419642044468,1,5.13059200756394,1,4.81878919173132,1,4.99161652686086,1,4.92855773868527,1.2735193076618,1.69588262151892,1.25335540931324,1.64576899473003,1.26200229983914,1.66168655039777
200,62,21.198846293178,35.9378530981065,16.3909625642006,25.1218116048319,29.9835479030319,38.4965276264967,1.04376295208896,1.32290896159518,1,1.18804929227181,1.03514020395689,1.29232126153441,1.17969576094355,1.43655280352611,1.09908208334317,1.32976057834447,1.13672307302231,1.37377975783815
200,63,1,173.267154414773,1,173.892823816633,1,173.643189908055,1.23627576744435,1.5102880465797,1.22924692673052,1.5050020479099,1.23225259017226,1.50660148610538,1.21962597841673,1.46055398310203,1.21484485187323,1.4535835106634,1.21707301200019,1.45575010376069
200,64,1,7.43253550495809,1,7.08726984583487,1,7.20752944557293,1.06665928796466,3.36921995670467,1.04759644674981,3.38054904303255,1.05488135017047,3.37616113544693,1.24075679751817,1.65926780731995,1.23500753400677,1.62158240992972,1.23815504505885,1.63456956621225
200,65,1,22.898715120704,1,16.2636197223978,1,18.4683220888284,1.27894807214053,2.15273585104459,1.15449377257615,2.12245256186368,1.20979339782289,2.13041025569222,1.25027138331088,1.69133900187642,1.19730229520424,1.50248761880484,1.22646234224545,1.56987639440739
200,66,1,14.4492874920714,1,13.8637084453221,1,14.0849674901049,1.0774602067069,2.33506591918963,1.067730463172,2.33010181090501,1.07166090740551,2.33196029251938,1.19606308966482,1.52279113666583,1.19134730162095,1.49988886009017,1.19409227735952,1.50798570685266
200,67,1,122.569068656564,1,89.5961825832859,1,100.005855709371,1.27240801451414,1.65561478444289,1.20333377896621,1.47888498140711,1.23815088879185,1.53485622742623,1.23553671737381,1.59813495680776,1.18637457151675,1.39404312606293,1.2138419432696,1.45976569265681
200,68,1,21.1332599440087,1,17.4039761810225,1,18.5219714829617,1.15520205054294,2.18815174734643,1.10558262351388,2.18985878350788,1.12311352238961,2.18870173071995,1.21671855707706,1.61807274842737,1.19694726182023,1.53480339462744,1.20593834189175,1.56050422746557
200,69,1.08640188512839,4.80640628811154,1.04716456462282,4.52051300400264,1.06371721316895,4.61519212236912,1,5.6358652292608,1,5.61440354277064,1,5.62149683299565,1.28498471100086,1.74475400691027,1.2616840173465,1.66615208969582,1.27194241388067,1.69127484620634
200,70,1,12.6767272807991,1,11.9736086296936,1,12.2181038310478,1,2.87403549315274,1,2.86400436069542,1,2.86748445400555,1.23272247967542,1.59524577040872,1.22356017840189,1.55421823849717,1.22825855918203,1.56763134659056
200,71,1,7.61640737961566,1,7.35925866187062,1,7.44027065580176,1,3.08629112313721,1,3.10716913432491,1,3.09995576625642,1.19614500077253,1.49109735592697,1.1912218430256,1.48033292664324,1.19409928830775,1.4827686693
200,72,1,12.2235626329085,1,12.4865743974422,1,12.3842123621749,1,3.21362914480643,1.00918737155551,2.97352492013693,1.00817105909524,3.05338222494193,1.32528309616536,1.74952660807709,1.29681636622336,1.65392257003914,1.31142767035559,1.6821934016869
200,73,1,13.1241770280613,1,12.3564191776242,1,12.6170278459337,1.08074790867236,2.64811289091364,1.06106886703894,2.66115066616078,1.06834233626602,2.65629851585649,1.23683578437041,1.62292493719641,1.23725224135395,1.58805391082079,1.23872046053237,1.59906497221272
200,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,75,1.10032569008898,3.37653357225352,1.11227799755117,3.19687241481247,1.11070360132477,3.2532118848535,1,10.124168306981,1,10.4111859426237,1,10.3129997426659,1.25060692845238,1.74215412726372,1.2346469457312,1.70000972937855,1.24145535157171,1.71241333442464
200,76,1,20.8540712666417,1,20.566081520395,1,20.6534949923301,1,1.86864111828782,1,1.8525046775798,1,1.85762266850549,1.10086122723133,1.30791628148223,1.09628013027475,1.29274863703639,1.0983264926998,1.29708500096945
200,77,52.6115713828881,82.903298065934,74.9165610600362,107.870431701694,58.7832760361478,78.0667168151147,1.2076750825305,1.53106532753164,1.1786258511646,1.4693876627836,1.19415478805109,1.48828360241779,1.22151133255357,1.53296625312691,1.20640953168624,1.48896463908431,1.21644735581962,1.49947416934551
200,78,1,46.6878534166739,1,25.2508595585293,1,30.5685463803663,1.31027169790076,1.98719658812912,1.15693414461867,1.87774307961716,1.22309970641829,1.90634983796133,1.26981647123752,1.7494223124513,1.20105247139435,1.45325005889042,1.23745948466307,1.54462621264845
200,79,1,7.00017430470459,1,6.86174421901261,1,6.91738552423093,1,3.94331161445733,1,3.90940574504008,1,3.92334052012391,1.26178046073237,1.68973410560919,1.25589569775219,1.64732300517955,1.25933052629824,1.66397859756503
200,80,1.04526063340394,5.68367992643084,1.07752253919008,5.31520342321034,1.07032968233566,5.4610931314951,1,4.11756580637812,1,4.18945990513729,1,4.15832324101685,1.2394696232356,1.65690470822347,1.22865255965444,1.61319604033103,1.2348563200963,1.62991284781853
200,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,82,4.0966367603103,13.3847223225527,3.70528236404451,13.0399705011142,3.95858805053824,13.0319591953629,Inf,Inf,Inf,Inf,Inf,Inf,1,18.3473573208059,1,14.9190670381205,1,15.5381165745609
200,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,84,1,11.6799625975222,1,10.8686752414238,1,11.1575423535159,1.15876283038128,2.51834188872187,1.12909703203853,2.50593063850209,1.14114224748374,2.51018041263883,1.22247249319105,1.57004891843713,1.2136745037598,1.51999953051766,1.22084784873283,1.53547919748964
200,85,1,20.713517589468,1,18.9235368781335,1,19.5568526749988,1.09266018107718,2.07732497274565,1.06754486016399,2.08696785057476,1.07748592336844,2.08296576337985,1.19157741029323,1.48607952156411,1.17953262735864,1.45637680004969,1.18600300185242,1.46582417017547
200,86,63.5456467444726,102.037658284802,121.82112183419,173.007677252491,42.7601795493041,58.2960046564581,Inf,Inf,Inf,Inf,Inf,Inf,1.08399086173106,1.40639305162218,1.43128572575709,1.72290448028974,1.36442182373651,1.6503533238514
200,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,88,1,31.3581596289324,1,30.7451825358243,1,30.9721764088955,1.03969287993983,1.8290709700485,1.03578614523081,1.8227397767164,1.03735205544869,1.82505565942041,1.14872372018463,1.40093276431438,1.14415981719661,1.39147896689227,1.14636166195608,1.39458565314847
200,89,1,10.8634249982148,1,8.09053824106768,1,9.00708418518956,1,3.77695985158132,1,3.85641304329627,1,3.82189719763481,1.33388545030037,1.90216915487552,1.26029687961825,1.67186250428851,1.30150734409688,1.74658062885168
200,90,1,32.8748836365885,1,22.3914606261583,1,25.1022443351239,1.37014402138247,2.04526909319544,1.28128057656186,1.92819976621057,1.31623783087591,1.96243327509684,1.30658953848708,1.76578794702494,1.25235276921706,1.54690306923273,1.27965186143172,1.60949561715251
200,91,1,15.0776950379209,1,12.0513498359152,1,13.1111926468814,1.26466426360633,2.76295112194864,1.18553837031408,2.66274508111659,1.21841368910614,2.70142840097874,1.31945205988873,1.84876507373824,1.27291701924271,1.66473165823207,1.29761661420942,1.73038127721039
200,92,1,13.1315077022987,1,11.8353900017979,1,12.3105689276009,1.26717578939482,2.87213949775565,1.21236056857841,2.83786969908157,1.23636434839997,2.84992286340407,1.32146142725004,1.83772085610344,1.29753394067376,1.74831607493714,1.31377642948119,1.77754164818902
200,93,1,3.41888066341597,1.05117428056981,2.96626767043421,1.02485267789477,3.14612619557833,1,14.5251066678456,1,15.9879531921013,1,15.3067586948887,1.32674289893602,1.82878128294145,1.30153582840286,1.71781410116706,1.31810561685642,1.75968498898637
200,94,1,10.6359355777783,1,10.8314365434706,1,10.7251947097594,1.19955515628397,2.85543234266986,1.20603221476757,2.84360338499516,1.20362197356271,2.84844698769551,1.27977526036723,1.69239320780051,1.2855089141023,1.69533039959475,1.28684595480238,1.69004185975197
200,95,1,18.451367233994,1,16.0284244428292,1,16.9275541834554,1.09215431936931,2.5298033983712,1.04258038187345,2.51485366594068,1.06312799108317,2.52048066061118,1.26353250347986,1.66589653398946,1.24316168777958,1.58042433227169,1.25491556139823,1.6111271101768
200,96,1,19.4475753031849,1,18.1559123044909,1,18.6454461642897,1.05742700541672,2.30341483656065,1.04679533727263,2.27320883629889,1.05126885513558,2.28495071145504,1.20793484392305,1.57153558414374,1.19997801919197,1.52484501523268,1.20456621734476,1.54185586808059
200,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,98,1,23.8845536203894,1,26.521726629364,1,25.4389674567879,1.09237785074428,2.09822183879892,1.12442300711975,1.98759672067133,1.11386901375535,2.02716038233761,1.19659334640112,1.54566693251917,1.21821782526317,1.49229364635749,1.21423206362235,1.50809868464534
200,99,1,9.50863157542365,1,9.5624363053211,1,9.53881824549265,1.11724419380094,2.96237964071327,1.11621463171518,2.93127379642095,1.11684157400477,2.94424233493084,1.26223080792475,1.6305652737274,1.25905139381213,1.61760917878285,1.26057633562534,1.62291978208549
200,100,57.4961784329005,90.3228455628271,48.2305856327814,69.2541231355768,67.1252530647143,89.069252065583,1.2057217144428,1.58466024192448,1.13429842172212,1.45718278467729,1.19396232443346,1.52686976205131,1.27359054625089,1.63802244365912,1.24176144329733,1.54863105278244,1.26185418122816,1.58267984831556
400,1,1.51329145845515,5.07070963502877,1.51343236595424,4.66513889779213,1.51854220655351,4.82306433127547,1.32284488692668,3.74638861243065,1.29309910867028,3.81833838724398,1.3058807033992,3.78785146891396,1.2921255521939,1.57195811798126,1.27325851434054,1.52402725409655,1.28243661337367,1.54235468177345
400,2,1.48554734504987,8.38068968420533,1.56537838044074,7.45106095841764,1.54624243335995,7.77529184141426,1.41401394246157,3.06280022997763,1.36247847868655,3.04666196313845,1.38215385192087,3.05246019875653,1.37328479225504,1.70620708906778,1.3398050564376,1.62131453426263,1.35492623201976,1.65008693468342
400,3,1,71.2736397202409,1,48.4813441515224,1,56.1717557972713,1.33367421133608,1.7408536493075,1.25903863149441,1.60799522648241,1.29372626332733,1.65899520936853,1.30615375401297,1.61957403561919,1.24535808534068,1.44307665678669,1.27479510915074,1.51078803897477
400,4,1,18.3800516609197,1,14.6645370898372,1,15.8802406023505,1.39954637429158,2.43814813937782,1.32267335451399,2.41372839504516,1.35209991156889,2.42215682105576,1.40058641704759,1.75450236631435,1.35333354068631,1.63155422135167,1.37413983569348,1.67321588681409
400,5,1.54321372009751,7.76378470632632,1.59428294600132,6.39543366984452,1.5936118496147,6.8502489055927,1.37930964197786,3.2039126669076,1.31719279557303,3.2867095602731,1.34142124426505,3.25460074732174,1.35031743271664,1.72062316850106,1.30756574800258,1.61326862317604,1.32600599510973,1.6501074008437
400,6,1.82681682413681,8.50496173683212,1.88665606934321,6.91327868423322,1.88916528695695,7.47293981086549,1.46111143919949,2.75986555792124,1.40725372993053,2.80306797685978,1.42967434465561,2.7849562664222,1.34423678634547,1.65246026329724,1.29874017133426,1.54905582887971,1.31980122193378,1.586480197577
400,7,1,14.4714822502911,1.17202521912989,12.6174426601655,1.09569568978863,13.2806766357792,1.3803019348877,2.30735781404804,1.32322997749699,2.27685899717025,1.34602090076678,2.28815686573351,1.33706973609883,1.63736108540327,1.305901608523,1.54887564081172,1.3210150582652,1.57985650900215
400,8,1.08923190499155,11.0050581366901,1.24218368257179,9.93648081763587,1.1969535671148,10.3218120578901,1.31251423284418,2.41133264457367,1.28632821809866,2.42791037727063,1.29666399197188,2.42131592960334,1.29250342243569,1.55468929297996,1.27661627359764,1.51130404422001,1.28415982766437,1.52658077207845
400,9,1.33612037009346,7.58310108623176,1.44703231129833,6.62968149488309,1.41864550694482,6.94852601722228,1.33520892883313,3.07683298086776,1.302503197648,3.14935766394922,1.31490370035974,3.1222404395539,1.33301025586339,1.61884642934118,1.30273765042226,1.56721420396945,1.31499590843973,1.58452227658817
400,10,1.66194307412445,6.75114715404355,1.66707597919653,6.0897240760842,1.67245797437783,6.33901353034413,1.39069878965922,3.08754679939441,1.35721971525152,3.13974690125103,1.37110639467726,3.11821253938146,1.31404708170778,1.60852702063277,1.28980398461865,1.55683671230456,1.30082941269477,1.57627271065614
400,11,1.22209880306729,4.25720954978897,1.26645377907349,3.77295773886907,1.25650599117716,3.93933263495714,1.14436822143285,3.99117401991865,1.10434927178381,4.18772821986645,1.12079557413803,4.11147555971187,1.21361030097846,1.43731909935393,1.19372818528075,1.38759927375626,1.20244989411155,1.40454572625977
400,12,1.69107959957659,7.98831842845343,1.74111166149595,7.43381843055052,1.73319597273966,7.62711245315686,1.37027507754809,2.64878828194331,1.35423668622279,2.67301709017079,1.36064786249305,2.66348962607269,1.29394785297203,1.54594145081515,1.28217122520838,1.51659087669996,1.28872449415992,1.52552484388482
400,13,1,6.28149245701093,1,6.1786286285026,1,6.21584385592731,1.12817212021599,3.46673494678973,1.11053948797341,3.46207440307024,1.11745171749319,3.46377505975391,1.28098703355804,1.53344380106176,1.27605914589702,1.51348033702887,1.27887416236509,1.52025828991435
400,14,1.46139438538701,3.59687357867838,1.44860307512291,3.38347840458588,1.45586257122228,3.4597456767984,1.04751920109878,6.40104080119169,1.01223825536615,6.50844759812256,1.02605924571967,6.46705484248731,1.34103616316087,1.67146329223242,1.32052996310066,1.62136684809543,1.3295285568059,1.6388039126318
