"n","iteration","INNE","IEIN","INNT","DNNE","DEIN","DNNT","NNE","EIN","NNT"
200,42,83.4871880733146,95.0026539219045,85.3043159140571,1.23644496415757,1.20199784023094,1.2236154794753,1.26250071973913,1.21670760285774,1.24603377193559
200,43,29.6271215099439,25.5585951436271,26.849055705379,1.47585649678602,1.45546286808288,1.46253621648777,1.40582614796752,1.37704546928076,1.38698369402837
200,44,97.9843758488665,49.2877021898602,83.0302131225924,-0.654083129667557,-0.471985743354892,-0.607536792674718,1.11587299916792,1.07543238736517,1.083424325905
200,45,4.00968124609465,3.68169011750343,3.78383059220906,2.51644127316937,2.52027061184399,2.51900564233167,1.54611369159685,1.49611643964728,1.5122542069753
200,46,10.6730797332992,8.67325431303893,9.31933854726519,1.70982229094201,1.64806458813133,1.67038793081251,1.47373124590673,1.38490859794918,1.41649663924102
200,47,2.01597114340787,1.96758970178892,1.98642023945764,5.2381557981947,5.35032677238176,5.30545002175726,1.45571907157604,1.43855807845523,1.44528809865135
200,48,7.0700821076769,6.85023227222561,6.92125551745853,1.82926108427199,1.82348528623378,1.82538726309365,1.45325624257834,1.44013194537913,1.44443667921877
200,49,18.7363002725254,15.6730981137964,16.7258880806398,1.54112624866092,1.49501701464106,1.51243862026359,1.42399747436449,1.36482940479925,1.3870175431236
200,50,7.04070655408298,6.91754261510454,6.93337345464437,1.55238453297894,1.49097661887337,1.52118290156432,1.2601413753347,1.2221951061488,1.23790404659343
200,51,23.0636726726205,23.1654298749973,23.1297128746361,1.42201197940273,1.41971951950304,1.42052103921467,1.33942829434912,1.33773492458506,1.33832711674587
200,52,4.17554257235875,3.74087225348667,3.88652233718475,2.15316934954084,2.15822533943828,2.15640245001285,1.42061297711523,1.36862378730319,1.38689568136048
200,53,3.69957570234392,3.67942223005764,3.6869539983504,1.95599467939793,1.94873984052727,1.95145408966422,1.27950850247986,1.27399257517851,1.27605546568611
200,54,6.84500068938293,5.98336117003448,6.26737555271561,1.83260810388782,1.80987791353325,1.8179955347591,1.44558299791457,1.38955742457397,1.40921927341502
200,55,2.76997273376843,2.65576073640714,2.69521168649304,3.00333093616801,3.03660923210675,3.02471133587358,1.44096782003504,1.41672231689922,1.42523549859618
200,56,62.6351004433989,55.8898614155478,58.2746096485626,1.49317241870105,1.42374327983649,1.44935208498619,1.45840516593624,1.38837567492573,1.41417991279132
200,57,14.4015643614367,13.1123804009187,13.5930185391899,1.8233790795557,1.78296095023298,1.79871011454075,1.61846549815917,1.569541890148,1.58850902864153
200,58,5.64809042282099,5.51990907138638,5.56346908214994,2.00507272703249,1.98796990950431,1.99383731831742,1.47975834899733,1.46158631026753,1.46780502047443
200,59,6.13122614763423,5.83349612048135,5.93582176930931,1.777820511163,1.77969604024583,1.77902977453915,1.3781963963656,1.36366582206654,1.36878896553521
200,60,64.9143504312398,51.6859669829228,56.3354288188585,1.57146810049345,1.51153969169558,1.53525133669948,1.53432466080219,1.46859120815861,1.49452265231957
200,61,3.18173314727118,2.96020321399777,3.03522509015844,2.78363741184931,2.84051515568275,2.8200593636474,1.48470096459036,1.44956220202164,1.46184442511845
200,62,28.5683496956423,20.7563870845163,34.2400377647643,1.18333595684207,1.05743255578205,1.16373073274565,1.30812428223483,1.21442133084382,1.25525141543023
200,63,55.4448485564594,55.4244884771222,55.4321217544266,1.37328190701203,1.36712448732021,1.36942703813882,1.34008998075938,1.33421418126831,1.33641155788044
200,64,4.18794807128716,4.02448259293797,4.08426451730705,2.21793962233466,2.21407274489118,2.2155212428087,1.45001230241906,1.42829497196824,1.43636230563555
200,65,10.2991452119006,7.66435783142982,8.5870043956362,1.71584196159256,1.63847316721992,1.67010182675755,1.47080519259365,1.34989495700454,1.39816936832642
200,66,6.68771582474255,6.47071851043944,6.55472799457321,1.70626306294827,1.69891613703851,1.70181059996245,1.35942711316532,1.34561808085556,1.35103899210609
200,67,43.9690320902152,33.9939710233221,37.2936205400601,1.46401139947851,1.34110938018666,1.38650355810904,1.41683583709079,1.29020884878984,1.33680381796321
200,68,9.31813735136443,7.98516228619019,8.39971178804763,1.67167689894468,1.64772070351088,1.65590762655478,1.41739565275222,1.36587532822384,1.38322128467866
200,69,2.94640408661996,2.78383878431273,2.83945466776903,3.11792454928226,3.08754288036897,3.09826035064644,1.51486935895557,1.46391805352116,1.48160863004351
200,70,5.52203694499448,5.29144769107662,5.37334647736236,1.90067482622689,1.88318371887488,1.88953054006026,1.41398412504207,1.38888920844953,1.39794495288629
200,71,3.99643202473271,3.90521391490046,3.93575720765421,2.02415136894795,2.03021026961528,2.02814617777794,1.34362117834975,1.33577738483442,1.33843397880388
200,72,5.69037697492873,5.69391843744166,5.69266071369737,2.10654271518159,1.99135614584622,2.03077664201859,1.53740485212122,1.47536946813125,1.49681053602124
200,73,6.13488016169874,5.86255594613133,5.95910636888983,1.864430399793,1.86110976659986,1.86232042606126,1.42988036078341,1.41265307608737,1.41889271637255
200,74,1.98319219571766,1.94913746836228,1.96295744614115,6.17392921990583,6.21459190827559,6.19785559671342,1.50103052556026,1.48376965722744,1.49079837138742
200,75,2.23842963117125,2.15457520618182,2.18195774308914,4.51390952185689,4.60019448573301,4.57092392299271,1.49638052785805,1.46732833755488,1.47693434299817
200,76,8.19333761436129,8.06725011235343,8.10780074348955,1.41193817270357,1.40212670399872,1.40530044064478,1.20438875435678,1.19451438365557,1.19770574683463
200,77,67.7574347244111,91.3934963808652,68.4249964256313,1.36937020503107,1.3240067569741,1.34121919523444,1.37723879284024,1.34768708538527,1.35796076258256
200,78,17.8914242622298,10.5881799747789,12.5320998303712,1.64873414301494,1.51733861211791,1.56472477218981,1.50961939184441,1.32715126514238,1.39104284865576
200,79,3.81804329948816,3.71162522338614,3.7555897078074,2.40555814594316,2.38397878101007,2.39299477974755,1.47575728317078,1.45160935146587,1.46165456193163
200,80,3.36447027991739,3.19636298120021,3.26571140691538,2.5426215170274,2.55812260916338,2.55151161066178,1.44818716572954,1.42092429999273,1.43238458395741
200,81,5.0596574640573,5.15951029470466,5.12319534931461,2.01862923004857,1.98668264213427,1.99861685531255,1.44598875505431,1.4400569745576,1.443126624748
200,82,8.74067954143152,8.37262643257936,8.49527362295055,-87.9568313072515,-99.7196764547261,-93.931337883839,3.93846648806169,3.83960710333829,3.95777714739283
200,83,8.18197745444352,5.69187279240332,6.3596157119436,1.67353676259148,1.63515471817366,1.64819601566022,1.38935825764137,1.27024125927029,1.30895850628328
200,84,5.80408514114717,5.51225421222389,5.62250766686551,1.83855235955157,1.81751383527031,1.82566133006129,1.39626070581409,1.36683701713873,1.37816352311123
200,85,8.6204003195565,8.01673463490469,8.2388593443902,1.58499257691141,1.57725635536938,1.58022584337414,1.33882846592867,1.31795471370416,1.32591358601394
200,86,82.7916525146374,147.414399543341,50.5280921028811,-3.98760080102307,-0.602975472125243,-1.14919006977596,1.24519195667662,1.57709510302341,1.50738757379395
200,87,14.8312049638772,13.7439821074161,14.1574882506976,1.4614860371974,1.43989490723121,1.44834712937079,1.3301097360086,1.30327183862947,1.31375022740172
200,88,11.4606604918408,11.2240289921722,11.3127887652811,1.43438192499416,1.42926296097361,1.43120385743455,1.27482824224951,1.26781939204444,1.27047365755228
200,89,5.14062957772689,4.03755218895134,4.42183138433846,2.36123137372836,2.30193917155465,2.32559004689495,1.61802730258794,1.46607969195338,1.52404398647428
200,90,15.2949686094166,10.9502924535534,12.1591653148654,1.70770655728896,1.60474017138622,1.63933555298638,1.53618874275601,1.39962791922489,1.44457373929212
200,91,7.42400862104741,6.20715632032568,6.65434253739126,2.01380769277749,1.92414172571534,1.95992104504244,1.58410856681348,1.46882433873739,1.51399894570991
200,92,6.67095764239938,6.14129652884498,6.34794240389652,2.06965764357523,2.02511513382999,2.04314360590202,1.57959114167674,1.52292500780545,1.54565903883511
200,93,2.19211514631039,2.00872097550201,2.08548943673655,5.62972080399081,6.07662560731933,5.87154105750318,1.57776209093873,1.50967496478496,1.5388953029214
200,94,5.56515246241207,5.64715332908728,5.60954531223778,2.02749374947691,2.02481779988137,2.02603448062911,1.48608423408387,1.49041965684852,1.48844390727717
200,95,7.66052613639018,6.84387002802415,7.15667659737231,1.81097885887026,1.77871702390707,1.79180432584718,1.46471451873466,1.41179301002563,1.43302133578752
200,96,8.03390079810043,7.59972324255187,7.76763839800067,1.68042092098869,1.66000208678576,1.66810978329531,1.3897352140334,1.36241151721232,1.37321104271268
200,97,7.68461258464484,6.46798965616278,6.91607944997204,1.73987349720893,1.73057755409213,1.73438209932628,1.42015086074179,1.36634714244338,1.38790266544573
200,98,9.75762400908075,10.5043483446588,10.2113070470416,1.5952998447716,1.55600986389554,1.57051469804648,1.37113013946014,1.35525573581033,1.36116537413385
200,99,4.97187558067131,4.97222983166096,4.97207926885645,2.0398119172571,2.02374421406806,2.03054195446781,1.44639804082608,1.43833028629749,1.44174805885542
200,100,73.9095119978638,58.7423543841791,78.0972525651487,1.39519097818364,1.2957406031997,1.36041604324238,1.455806494955,1.39519624803988,1.42226701477186
400,1,3.29200054674196,3.08928563187318,3.17080326891449,2.53461674967866,2.55571874795713,2.54686608615658,1.43204183508758,1.39864288421854,1.41239564757356
400,2,4.9331185146276,4.50821966942919,4.66076713738711,2.2384070862196,2.2045702209125,2.2173070253387,1.53974594066141,1.48055979535012,1.50250658335159
400,3,30.2258982150683,21.578587871816,24.6055211941969,1.53726393032179,1.43351692898841,1.47636073634793,1.46286389481608,1.34421737106368,1.39279157406276
400,4,8.86915123653779,7.42018115531294,7.911326777854,1.9188472568347,1.86820087477957,1.88712836631232,1.57754439168097,1.49244388101899,1.52367786125378
400,5,4.65349921321191,3.99485830792292,4.2219303776037,2.29161115444273,2.30195117792307,2.2980109957934,1.53547030060885,1.46041718558931,1.48805669797672
400,6,5.16588928048446,4.39996737678821,4.68105254891122,2.11048849856036,2.10516085339516,2.1073153055389,1.49834852482136,1.42389800010699,1.45314070975539
400,7,7.68945873440501,6.89473393964768,7.18818616278392,1.84382987446787,1.80004448733362,1.81708888325014,1.48721541075105,1.42738862466736,1.45043578363368
400,8,6.0471450208408,5.58933225010383,5.75938281250244,1.86192343870893,1.85711929768464,1.85898996078761,1.42359635770783,1.39396015890882,1.40537029987141
400,9,4.45961072816261,4.03835690309071,4.18358576208355,2.20602095485044,2.22593043079861,2.21857206995682,1.47592834260229,1.43497592719586,1.44975909251395
400,10,4.206545114084,3.87840002764036,4.00573575236098,2.23912279452682,2.24848330825128,2.24465946702936,1.46128705117028,1.42332034846161,1.43855106167546
400,11,2.73965417642813,2.51970575897128,2.59791931306715,2.56777112067575,2.64603874582513,2.61613556692495,1.32546470016619,1.29066372951851,1.30349781018566
400,12,4.83969901401501,4.58746504602324,4.68015421294826,2.0095316797457,2.01362688819679,2.01206874428287,1.41994465189359,1.39938105095417,1.40712466902237
400,13,3.63162616168794,3.57682408854319,3.59786245985489,2.29745353350286,2.28630694552182,2.29061338862355,1.4072154173099,1.39476974146295,1.39956622613972
400,14,2.5291339820327,2.4160407398544,2.45780412401034,3.72428000114523,3.76034292674435,3.74655704410349,1.50624972769664,1.47094840559805,1.48416623471885
400,15,15.3047114189178,12.0693532479142,13.2300149333452,1.60812536272039,1.53570038929332,1.56494978825727,1.45521977800307,1.36235482511439,1.39941591258983
400,16,5.64120992632578,5.17396303092613,5.3318431980775,1.93186647371979,1.92771060506392,1.92919427303988,1.43905379392686,1.40444406690661,1.41662419472285
400,17,5.28866964056592,5.11999597741671,5.18699550370268,1.88485597010642,1.87127938513379,1.87675426769663,1.38960688048717,1.37041418448902,1.37812298894172
400,18,5.22072954595541,4.38387451036798,4.68622305291687,2.05727534272077,2.0379843052554,2.04570527968195,1.47574484198729,1.39122763450547,1.42405426364292
400,19,10.5001109435414,9.5328063744044,9.91411787986183,1.66707766783227,1.6412508772964,1.65193562335854,1.4386643473688,1.40018316284273,1.4159959137879
400,20,4.36674804634443,4.23668658682797,4.2845414528968,1.95783517913995,1.96003124441336,1.9592071428467,1.35176858931491,1.34007039051472,1.34443341058882
400,21,6.88680165371988,6.63026814159662,6.72928116036629,1.72436594271647,1.71615154659961,1.71938686408634,1.37906574142548,1.36328454003621,1.36947476198506
400,22,8.26966702993114,7.54472365696299,7.78002038641617,1.8305551963977,1.81504096919713,1.82036357803908,1.49878701800771,1.46306911372725,1.47519784603678
400,23,4.02321483773739,3.76053469911912,3.85427425767483,2.42825539205881,2.40205262293422,2.41174679705496,1.51428942166341,1.46578081017009,1.4834826622409
400,24,3.33844019605564,3.16783007454075,3.23478171054264,2.54224737642525,2.53751868426919,2.53943168348723,1.44322253563552,1.40892841831763,1.4226192563865
400,25,3.76018567361292,3.40125345768591,3.53364673763616,2.29066539093865,2.28067815911825,2.2845877473317,1.42349019875928,1.36523369117695,1.38752160301363
400,26,2.65880603670488,2.40982488230251,2.51707231628849,3.89723925285975,3.97888765243063,3.941317459596,1.58052649231994,1.5008379902172,1.53607654913901
400,27,9.26209779311957,8.08734283534284,8.46303497116642,1.57727981641459,1.5455188446678,1.55648865297806,1.34776372179625,1.29755218871784,1.31469502922991
400,28,4.37540546141249,4.3761417452249,4.37590610746525,1.87814240393271,1.88351844619149,1.88179476719121,1.31407557891893,1.3167717492976,1.31590777182542
400,29,3.83216962132358,3.37759777212982,3.53703155255577,2.63336690084202,2.6450809194239,2.64061733654552,1.56081534836731,1.48339632215188,1.51189344121898
400,30,2.44570959521064,2.35116951890677,2.38715743764172,3.72475871809861,3.76624269291817,3.74995450308213,1.47633496690152,1.44751975348654,1.45862286131786
400,31,11.3659267547549,11.072246839025,11.1820396791319,1.54316521397616,1.52299646195108,1.53059817354915,1.35869376680525,1.3388381914634,1.34631456572803
400,32,4.59205123997021,4.0852115551921,4.29248854297491,2.19254281111765,2.19544083135252,2.19417200538402,1.48398988335437,1.42801092959647,1.45197334193941
400,33,4.79983843426831,4.47087902469842,4.57674245090673,2.37396637194498,2.35417776736321,2.36081943526306,1.58836981789525,1.5421474606131,1.55744376850362
400,34,4.58832252298124,4.25065886312317,4.37377595771056,2.15942766206426,2.14595132244583,2.15108611050416,1.46836357418328,1.42602202486473,1.44192606914172
400,35,4.84995287530123,4.62502515516764,4.69801538039341,2.19949708487988,2.18994112936475,2.1931331120555,1.51323256016928,1.48621906386195,1.49516050959824
400,36,6.7284662928953,6.38158760092806,6.51595680032072,1.81523459449085,1.81020828736843,1.81221546628451,1.42956137432648,1.41019172340131,1.41787625337963
400,37,5.39094624337433,5.02857171901587,5.17019249948456,1.91716849303807,1.88155583350295,1.89590705210492,1.41422961440594,1.36922775744373,1.38721572618861
400,38,2.89656192241455,2.68868873727743,2.77738635634618,3.09071866409018,3.20042636776385,3.15065963272124,1.49524610799612,1.4611618512911,1.47613549103239
400,39,3.78222021672796,3.22588556851519,3.3930825893797,2.43075392739668,2.46141052131091,2.45105479099705,1.47974970297239,1.39613421791728,1.42307252461233
400,40,2.51666054118285,2.32450475885337,2.384121538569,3.23358521038113,3.31265835033018,3.28633941042663,1.41521539236612,1.36598674650384,1.38172762957572
400,41,4.39042421326077,4.25442783189592,4.30274196388066,2.00754925188933,1.99181448812854,1.99748975894574,1.37762260072137,1.35666062244922,1.36418522142509
400,42,9.35632873118664,9.50409603622565,9.44702713866557,1.4769576346158,1.47849131365022,1.47790430541175,1.27559640582637,1.27945473921681,1.27797617340187
400,43,4.64942274578187,4.32225952347525,4.44422187254686,2.2557324095884,2.25101176110805,2.25285046186661,1.51884401400905,1.48015449244022,1.49500659366582
400,44,8.94151291846212,8.74510980711819,8.81323126762735,3.71589452846977,3.66236452127548,3.68729781900862,5.29879570408256,5.09503944643601,5.1700966120768
400,45,4.40786153269466,4.28970541894461,4.33385085521271,2.08157477477867,2.08502188570158,2.08371063948497,1.4138814131908,1.40306075135423,1.40715303537645
400,46,3.98232583197018,3.72058677851773,3.8126782118747,2.10504079298398,2.07083831457701,2.08327777622427,1.37710751524107,1.33036921479827,1.34717216389109
400,47,3.38531651580228,3.25576435972479,3.30220592631756,2.25213590246375,2.30297541313876,2.28402732440017,1.35241813217711,1.34885703968049,1.3501635594744
400,48,4.20837395341173,4.145404293237,4.17020772923719,2.11763971768054,2.09764278587742,2.1055461718903,1.40875759901076,1.39284187674068,1.39912511845079
400,49,4.10764943510924,3.83565869080158,3.93399444474243,2.04746091375298,2.0593610775659,2.05485254782218,1.36638519687,1.33994567025304,1.34980548308266
400,50,5.25928489035335,4.73936133201735,4.91803551442265,1.92798970678927,1.91341955961587,1.9187484232531,1.41080558376115,1.36309714997134,1.38025027188575
400,51,3.9846551325334,3.80470349818619,3.86980338501026,2.32900124115059,2.32980347144728,2.3295045760819,1.46987200430881,1.44497536000075,1.45415016474784
400,52,4.40515626518429,3.9035475389833,4.08860921892859,2.2428742218009,2.22752053123672,2.23359838271916,1.48618624029418,1.41822471907403,1.44448134551971
400,53,77.9432260859173,56.5200386349487,62.6789423746284,1.39133816520471,1.32111391328524,1.3453899991221,1.3669374275389,1.29093916926577,1.31711833766575
400,54,5.88480019738747,5.84209966399339,5.85899870707384,1.86086902811857,1.84948812414131,1.85399532299032,1.41380197175077,1.40476768202616,1.40834495107637
400,55,6.65804025274899,6.074140189088,6.30786298379795,1.94044161942057,1.9177964795329,1.92729925117403,1.5025371482105,1.45758971426065,1.47624773808438
400,56,4.49653424102409,3.42470788020879,3.78815400298773,2.43045039801781,2.41805096030139,2.42302648946305,1.57768553066832,1.41733013560401,1.47778630931175
400,57,4.67976007757861,4.4900559500229,4.55983405746994,1.99853235672597,1.97586435513526,1.98436084719728,1.40045558480465,1.37207714994356,1.38265383366665
400,58,3.58111351821566,3.4724170249141,3.50916388117566,2.31088236775303,2.31168262434764,2.31140647320928,1.40453799465342,1.38779180644393,1.39352393607909
400,59,7.89217453196173,7.15081740602427,7.41732496502736,1.75206133944063,1.74316623693364,1.74655792641153,1.43376562601076,1.40151634734804,1.41367888087392
400,60,3.75417347228821,3.50546803299628,3.60027578508368,2.18093432345405,2.17404009248086,2.17677532329385,1.3795209899621,1.34184649062434,1.35657298836388
400,61,4.05607190879409,3.75840477681624,3.85966787687822,2.08677108334423,2.09218193180325,2.09024433387323,1.37787887173232,1.34401333713647,1.35592738590311
400,62,7.58707975667558,6.19757392309379,6.65787081804212,1.855045171493,1.77269161093964,1.80290629109781,1.49059409565366,1.378421742003,1.41872513934868
400,63,4.2198115949467,3.72665931839281,3.88796074397994,1.9573117917583,1.9741222021674,1.96812154859084,1.33710895472863,1.29050392019884,1.30667209546272
400,64,2.59713013109531,2.37469524458643,2.45838977275467,3.22523342333085,3.34062403175562,3.29378140741907,1.43865130116528,1.38801764494188,1.40771167476353
400,65,40.6832102968622,56.1553217611984,51.3660280688554,0.960994393666464,0.915254493779732,0.920169127007607,1.2824519393128,1.22666361529464,1.25422514284201
400,66,6.5300528531599,6.01292532633981,6.18811785543352,1.97199206689424,1.93299810071092,1.94676007450473,1.51460178671433,1.46275928083057,1.480880338156
400,67,3.57837624292073,3.4204849124605,3.48154843546661,2.36390421090836,2.35872873894038,2.36078327296882,1.42351723970844,1.39603699586295,1.40683236093598
400,68,6.09393372605758,5.72424817270934,5.8693429749215,1.93033682550205,1.89699900513529,1.91044416805698,1.46597059173698,1.42481838009426,1.44130576048003
400,69,7.37849516491928,6.11873846173264,6.55522525485552,2.05479390198408,1.95182158750211,1.99072868995404,1.60721109853772,1.47978402423785,1.52700038862663
400,70,7.48132381015468,6.23404209336661,6.66460035035665,1.62499964024087,1.59823314347535,1.60849984639431,1.33502269797671,1.27210196150572,1.29576680876674
400,71,3.77916746165719,3.35362806190509,3.5118015139649,2.61421681226029,2.63621958089403,2.62737417742647,1.54527910279284,1.47598077464574,1.50294063533234
400,72,3.10144526326191,2.92013315356604,2.98871139285479,3.64449289440335,3.65756526102262,3.65242319244448,1.67555571369942,1.62375604761009,1.64370088673545
400,73,3.91605909820177,3.52319656720393,3.65330506568369,2.30710227951058,2.31441978830886,2.31181676427685,1.45179408352602,1.3968296916101,1.41585907815099
400,74,5.11206038643545,4.85381945269085,4.93864284655773,1.95125993506019,1.94082112055679,1.94435776294389,1.41221948926919,1.38644497920927,1.39510209298113
400,75,2.96499048349802,2.89375612070539,2.92130364672493,3.69529253788204,3.68992511282077,3.69202996714112,1.64505129488302,1.62184999569064,1.63087804677873
400,76,4.5371940252041,4.16958348156172,4.29844208229609,2.05047162827437,2.06436209755078,2.05920074453237,1.41224344244899,1.3807515629283,1.39223850362426
400,77,6.37820730220209,6.10753297507666,6.20830805076304,2.0764655263002,2.05703089772369,2.06442152563956,1.56648611383399,1.53876976584845,1.54925465164172
400,78,7.12509489381043,5.89304159923388,6.33976600905785,1.77474984280032,1.75023340463482,1.76014162036148,1.42084063453774,1.3494474890304,1.37765595936479
400,79,3.8298214094661,3.55970026579338,3.64584384810469,2.36510075415224,2.34777152430269,2.35354846045472,1.46215130143105,1.41471059296371,1.43025655507208
400,80,4.34337305037468,3.98459613389973,4.12075118069042,1.96875626596062,1.97498438546092,1.97248841503259,1.35470020975134,1.32048138644219,1.33395935571157
400,81,7.74912627661402,6.71244872015342,7.09446000066882,1.7114840905212,1.67954850297635,1.69225818107563,1.40186582317643,1.34340883353664,1.36634153159227
400,82,52.6170243143236,54.3927765985107,69.2327132103917,1.16350765601531,1.14842865965666,1.15642042590149,1.19527267987444,1.1702555091731,1.18745579053989
